OBJECTID;E-område;E-områdeskod (utan 0);D-område;C-område;C-områdeskod;B-område;B-områdeskod;SHAPE.STArea();SHAPE.STLength();geo_shape;geo_point_2d
1126;195233;195233;19523;Påarp glesbygd;1952;Påarp;195;571170.9971313477;3876.2867038554496;"{""type"": ""Polygon"", ""coordinates"": [[[12.855083590262236, 56.028080707021644], [12.855146423183461, 56.02808043368888], [12.858048875793887, 56.028173457745176], [12.860084429544953, 56.028235945599285], [12.860113585727737, 56.02823685126875], [12.861928575979482, 56.02829563174041], [12.860576471667256, 56.03074585785324], [12.860337498057227, 56.031178902327945], [12.861231058052526, 56.03123689987737], [12.863938152666497, 56.03152968050563], [12.864486628503814, 56.03066712015285], [12.86521308066899, 56.02960372139143], [12.873228249175565, 56.02992438369016], [12.874012660419412, 56.029955732710775], [12.873942180590237, 56.02488172827791], [12.870780467607316, 56.024387107941386], [12.868751484896949, 56.02509541699333], [12.868697621207856, 56.02510804781856], [12.868645829643246, 56.02512018625954], [12.865142950339424, 56.02594117409911], [12.864660685088408, 56.025297276216975], [12.864166940136993, 56.024656864874075], [12.85988879276371, 56.0251910032549], [12.8562065064811, 56.02565063875869], [12.855083590262236, 56.028080707021644]]]}";56.0274935548,12.8656635264
1131;195238;195238;19523;Påarp glesbygd;1952;Påarp;195;388119.6565551758;2894.734054585812;"{""type"": ""Polygon"", ""coordinates"": [[[12.852485488858004, 56.0073438399073], [12.8453117904883, 56.00818389054903], [12.84432709034903, 56.00828402249965], [12.844078786687183, 56.00834946220038], [12.842932416753163, 56.00876810741276], [12.839666469064278, 56.01003942973027], [12.838685198585628, 56.01042137648431], [12.837969236495539, 56.01069972735645], [12.83610108135383, 56.011452669716526], [12.8360748516095, 56.01146325251614], [12.83599323462651, 56.01149491326825], [12.835971611917655, 56.011503293420205], [12.835920279961416, 56.011519004241364], [12.835739931552128, 56.012046418268106], [12.835739537152927, 56.01204753883899], [12.835740222772818, 56.01204747966035], [12.835739539742761, 56.012047574779174], [12.835618862098585, 56.0124004659305], [12.835473034389857, 56.01282684329001], [12.835151558827318, 56.013766827255246], [12.837140306310737, 56.013465133998224], [12.837304962821795, 56.01348953244044], [12.839860492791242, 56.01308267429556], [12.839865274141589, 56.013081909507605], [12.846600547106371, 56.01197019856484], [12.849150184891329, 56.010973038288796], [12.853308020297476, 56.009379620863434], [12.852485488858004, 56.0073438399073]]]}";56.0104554376,12.8443807885
1135;195243;195243;19524;Påarp glesbygd;1952;Påarp;195;488951.92138671875;3529.137771853723;"{""type"": ""Polygon"", ""coordinates"": [[[12.854332469562031, 56.039859645554664], [12.854509309437427, 56.03948411988318], [12.854570572777964, 56.03918738598558], [12.854883097294932, 56.037657619294365], [12.85163186912424, 56.03744030867334], [12.851725501018196, 56.03681051405345], [12.851742261263992, 56.036687627239935], [12.85175653993071, 56.036548255290484], [12.851825275222586, 56.035645965310465], [12.851809999206926, 56.03564884896232], [12.851814453671103, 56.03553861529617], [12.851795378152042, 56.03547109085973], [12.851752851817, 56.035356469897074], [12.851725557238721, 56.03530075786544], [12.851702856551839, 56.03525935057234], [12.85165234781088, 56.03515746832418], [12.851641885011846, 56.035130190374886], [12.851619515539534, 56.035071908538654], [12.851558743483432, 56.03488313902642], [12.851547252082094, 56.034840290695804], [12.85153704928356, 56.03477694433636], [12.850463641466904, 56.03479120138311], [12.850274732058717, 56.03408742105429], [12.850090105843364, 56.03339950629633], [12.848522210655446, 56.033484914914894], [12.844222089563603, 56.033618233928884], [12.84412683973868, 56.03362163461051], [12.842964047074924, 56.03365022455779], [12.841659389992772, 56.03368153152201], [12.841336135805014, 56.0362692913744], [12.84133049234903, 56.03631447871181], [12.841235051880597, 56.03708549969272], [12.84138914504095, 56.037100899282144], [12.843950320211311, 56.03720714267089], [12.844042797128978, 56.038335317556445], [12.844039941299613, 56.038375611415304], [12.844027235606424, 56.038448473774245], [12.844010664813297, 56.03853902713103], [12.84398676133438, 56.038696570546314], [12.845395223605196, 56.038984138996085], [12.849403965976805, 56.04035289898469], [12.849036270115757, 56.041328435311215], [12.85174907519959, 56.04159575231386], [12.851588141035732, 56.04318209128177], [12.852665020366402, 56.04329351119829], [12.852882663926362, 56.042603759595764], [12.853108585633187, 56.0420374208897], [12.85332196499055, 56.041687299616186], [12.853411657061653, 56.04152574328135], [12.854332469562031, 56.039859645554664]]]}";56.0373139676,12.84829211
1137;195245;195245;19524;Påarp glesbygd;1952;Påarp;195;318390.44873046875;2471.3911988453838;"{""type"": ""Polygon"", ""coordinates"": [[[12.855146423183461, 56.02808043368888], [12.855083590262236, 56.028080707021644], [12.852406201205133, 56.02798498655675], [12.850937477115039, 56.027945446949666], [12.850772261926373, 56.027940616805786], [12.850397815825126, 56.02793002354787], [12.850364073174168, 56.027928426797814], [12.850608377844434, 56.02876631509441], [12.848398677497071, 56.02887275364098], [12.84795947360136, 56.03091330802052], [12.847938500429537, 56.03099923119152], [12.84785689903581, 56.03120391992954], [12.847955412241888, 56.03156531817669], [12.848193890752805, 56.032160984355464], [12.848232890285642, 56.03233842273622], [12.848522210655446, 56.033484914914894], [12.850090105843364, 56.03339950629633], [12.850274732058717, 56.03408742105429], [12.850463641466904, 56.03479120138311], [12.85153704928356, 56.03477694433636], [12.851547252082094, 56.034840290695804], [12.851558743483432, 56.03488313902642], [12.851619515539534, 56.035071908538654], [12.851641885011846, 56.035130190374886], [12.855671835250408, 56.0353136862719], [12.85561554129968, 56.03465351159515], [12.855501536671262, 56.033234735096485], [12.855522702934396, 56.03322563062242], [12.855395803848467, 56.03183321892876], [12.855330530979842, 56.03085113512157], [12.855146423183461, 56.02808043368888]]]}";56.0315238337,12.8521048622
1139;196100;196100;19610;Bårslöv tätort;1961;Bårslöv;196;785804.6928710938;4118.048344659858;"{""type"": ""Polygon"", ""coordinates"": [[[12.808678171720892, 56.00581411029263], [12.809113562716174, 56.00585495525161], [12.809815999865947, 56.005900742276545], [12.810568661516122, 56.005898655776235], [12.812664202866255, 56.005774325725234], [12.81465949434688, 56.00565590575115], [12.814831652311948, 56.00564335396701], [12.816582235863368, 56.005515639451225], [12.817999917310301, 56.005325685543376], [12.820107551073635, 56.00533010985382], [12.826843312333814, 56.00463554397173], [12.826733616976485, 56.0026637315014], [12.826733517529123, 56.0026621681638], [12.826521070769838, 55.99988348129472], [12.82647235962184, 55.99943620187802], [12.820433327909939, 55.999713035806174], [12.81192461943259, 56.00028621461607], [12.806134479983776, 56.00151267888071], [12.807164753197924, 56.00305110806936], [12.80744765828952, 56.00347352948513], [12.807408366583692, 56.00348045818708], [12.80207666233126, 56.004420943712574], [12.801983425487855, 56.0051384944213], [12.801977255422722, 56.00518598110682], [12.80208570830608, 56.005195423765535], [12.808678171720892, 56.00581411029263]]]}";56.00286062,12.8161739978
1140;196101;196101;19610;Bårslöv tätort;1961;Bårslöv;196;1152506.219116211;4598.132597184374;"{""type"": ""Polygon"", ""coordinates"": [[[12.826843312333814, 56.00463554397173], [12.820107551073635, 56.00533010985382], [12.817999917310301, 56.005325685543376], [12.816582235863368, 56.005515639451225], [12.814831652311948, 56.00564335396701], [12.814903850756497, 56.00629500955192], [12.81490181450242, 56.006432551162455], [12.814876327762907, 56.006569324814734], [12.814827631505134, 56.00670411033858], [12.814756296397713, 56.00683653365147], [12.81467967660283, 56.00693954880672], [12.814662568995185, 56.00696279687629], [12.814656068034505, 56.00697160760997], [12.814621964589188, 56.00701785287691], [12.81456031454911, 56.007085869087796], [12.814428973568374, 56.00719614245647], [12.812164606578662, 56.00855491490613], [12.812106243816963, 56.008589931937124], [12.812062711232189, 56.00856705555676], [12.812022938935767, 56.008592664743055], [12.811806273285073, 56.00871351569511], [12.811618377123265, 56.008823335789266], [12.809796722080206, 56.00984989031181], [12.809437763228152, 56.01013571381469], [12.808615689788038, 56.01178111445553], [12.808609869045153, 56.01179363807488], [12.80835877061206, 56.012334645790745], [12.808305976697422, 56.012472567244075], [12.808285607093925, 56.01258962667298], [12.808484002118306, 56.0133526821489], [12.80832764419228, 56.01460717820183], [12.81105358912439, 56.01401871008809], [12.814557366436288, 56.013237666628726], [12.8147017694471, 56.013232882448975], [12.816287517203817, 56.01319299324782], [12.816833391444131, 56.01317900669381], [12.817332148794481, 56.013386790355305], [12.817544166380642, 56.01348714704656], [12.817815172796672, 56.01367809439007], [12.817897951247755, 56.013782073731846], [12.818079690666043, 56.01390339567899], [12.818157186412906, 56.013943342979225], [12.820234015338745, 56.01398348376891], [12.820665547710156, 56.01399182489738], [12.820665541270303, 56.01399173504626], [12.821277936479087, 56.01400177054164], [12.82426759690732, 56.01406258951048], [12.824590032419914, 56.01406827140756], [12.824706922814912, 56.01406902815243], [12.824709025770595, 56.01406906660996], [12.830051821015973, 56.014171894202846], [12.830674973683882, 56.01350996809439], [12.830836864143922, 56.012978724912365], [12.831095152276696, 56.01256511486155], [12.83199508800362, 56.011398751329544], [12.829979774602979, 56.00897336010149], [12.82996829577724, 56.00890084344111], [12.829928066666335, 56.0088905296141], [12.828353007979269, 56.00699888682104], [12.828728883137085, 56.004499924341374], [12.827218232660327, 56.00459687624244], [12.826843312333814, 56.00463554397173]]]}";56.0099804233,12.8207009278
1143;196111;196111;19611;Bårslöv tätort;1961;Bårslöv;196;32048.56280517578;770.2656238974203;"{""type"": ""Polygon"", ""coordinates"": [[[12.812424293345588, 56.00746689707355], [12.808293150554455, 56.007081040693606], [12.807967172014784, 56.008153688045326], [12.812164606578662, 56.00855491490613], [12.812424293345588, 56.00746689707355]]]}";56.0078158899,12.8102147549
1146;196114;196114;19611;Bårslöv tätort;1961;Bårslöv;196;59478.635498046875;998.551226216279;"{""type"": ""Polygon"", ""coordinates"": [[[12.8052520252349, 56.00789410690025], [12.805577572996974, 56.00683131683263], [12.801725067183543, 56.006467493095016], [12.801714770872515, 56.006503837188625], [12.801580013950408, 56.00753902872808], [12.801285443810128, 56.007520160586864], [12.800960325945411, 56.0086127429336], [12.804918674426764, 56.008982341745956], [12.8052520252349, 56.00789410690025]]]}";56.0077366102,12.803309562
1148;196116;196116;19611;Bårslöv tätort;1961;Bårslöv;196;262902.98028564453;2326.714218787124;"{""type"": ""Polygon"", ""coordinates"": [[[12.79428906389803, 56.008324067319506], [12.794405317045202, 56.008578013356235], [12.794520970663196, 56.00892221186141], [12.794596470446432, 56.00926989897322], [12.794631480048015, 56.009619590882124], [12.794637475968218, 56.0097722493501], [12.794652633131744, 56.010158490542345], [12.794709066233485, 56.01160547785156], [12.79472490880761, 56.01384033092129], [12.79517738138565, 56.01385923674031], [12.795749526020975, 56.01384980471338], [12.796872973247744, 56.01393379673246], [12.798336267614301, 56.01383405387485], [12.798634223210973, 56.01388182393322], [12.799279045822663, 56.011400967148475], [12.802228145536056, 56.01117789537526], [12.804480644242542, 56.01041221957396], [12.804918674426764, 56.008982341745956], [12.800960325945411, 56.0086127429336], [12.795692494229787, 56.00812068061411], [12.79428906389803, 56.008324067319506]]]}";56.0106138594,12.7984918304
1150;196118;196118;19611;Bårslöv tätort;1961;Bårslöv;196;160198.6322631836;1674.6207019036838;"{""type"": ""Polygon"", ""coordinates"": [[[12.808609869045153, 56.01179363807488], [12.806263013806074, 56.01112314396035], [12.804480644242542, 56.01041221957396], [12.802228145536056, 56.01117789537526], [12.799279045822663, 56.011400967148475], [12.798634223210973, 56.01388182393322], [12.798724699847703, 56.01389633165663], [12.799347499774608, 56.01399617139502], [12.80117678560123, 56.01430807818532], [12.801321030305795, 56.01434258520546], [12.801433259405249, 56.01430554311548], [12.801434075660696, 56.014305269309205], [12.802261700981592, 56.014032099472374], [12.802978227156904, 56.01381332649281], [12.80390236202283, 56.01356978234638], [12.803959573027877, 56.01355471076735], [12.804241776891008, 56.01346860674784], [12.804676460910846, 56.01334761503727], [12.80515563548731, 56.013243829652964], [12.805524046355234, 56.0131745008847], [12.806200128930145, 56.01298311786631], [12.806939779209596, 56.01280367458037], [12.8075546235597, 56.01268356814999], [12.807685690631992, 56.012662649279484], [12.807963674982739, 56.01261828641092], [12.80817048583624, 56.012591154576235], [12.808285607093925, 56.01258962667298], [12.808305976697422, 56.012472567244075], [12.80835877061206, 56.012334645790745], [12.808609869045153, 56.01179363807488]]]}";56.0123846767,12.8030959637
1151;196119;196119;19611;Bårslöv tätort;1961;Bårslöv;196;20122.667602539062;569.4027766288743;"{""type"": ""Polygon"", ""coordinates"": [[[12.814656068034505, 56.00697160760997], [12.814662568995185, 56.00696279687629], [12.81467967660283, 56.00693954880672], [12.814756296397713, 56.00683653365147], [12.814827631505134, 56.00670411033858], [12.814876327762907, 56.006569324814734], [12.81490181450242, 56.006432551162455], [12.814903850756497, 56.00629500955192], [12.814831652311948, 56.00564335396701], [12.81465949434688, 56.00565590575115], [12.812664202866255, 56.005774325725234], [12.812735407122753, 56.00616341851436], [12.812512228266637, 56.00709847775969], [12.814656068034505, 56.00697160760997]]]}";56.006372534,12.8137476049
1154;196200;196200;19620;Bårslöv glesbygd;1962;Bårslöv;196;546496.143371582;3640.931200642492;"{""type"": ""Polygon"", ""coordinates"": [[[12.779886403264477, 56.009071922276114], [12.779887761139578, 56.0091446632232], [12.779889999012545, 56.00916311551916], [12.780292246727006, 56.012472030400964], [12.780466867582604, 56.01334260246388], [12.780808092213416, 56.0150437395555], [12.781758996743717, 56.018547528679804], [12.782767166979495, 56.01807455023309], [12.783471093265817, 56.01801589570678], [12.783650385855566, 56.01802739158559], [12.784945330671786, 56.01814036652419], [12.785116906775226, 56.01815930618056], [12.785284139526043, 56.018149739824366], [12.786039092612354, 56.01794429282492], [12.786204714286727, 56.01784187325047], [12.786204881142712, 56.017841694584256], [12.786329408161922, 56.01770571536085], [12.786591600028096, 56.0175077150424], [12.786760455549613, 56.01741862413763], [12.786977232954818, 56.017217953343085], [12.787252550624638, 56.01702736545079], [12.787513867888498, 56.01691338086302], [12.78783157408561, 56.01685984402642], [12.787967824720274, 56.01679089754343], [12.788215377854513, 56.016695531687276], [12.788361374581891, 56.0166311318017], [12.788693854551619, 56.01637198170761], [12.788921443033493, 56.01617521397201], [12.789425536506958, 56.01567946117655], [12.789435861486053, 56.015669308589885], [12.789481319526324, 56.01561871669852], [12.789482340844122, 56.015311013425546], [12.790731229195956, 56.01491084098507], [12.791836242135846, 56.01455785457942], [12.792593087998064, 56.01434598365406], [12.791777204845197, 56.01022532684491], [12.790106724815365, 56.01058662766609], [12.787775884094515, 56.01109121310283], [12.787508133148215, 56.01068247716874], [12.787499727399393, 56.01066984539825], [12.786294202320114, 56.008856721446605], [12.78497201796503, 56.0096726043224], [12.785247278225626, 56.00995848527006], [12.78363354387736, 56.01046679570456], [12.78218742408791, 56.010919144292934], [12.781928967859322, 56.01024481035242], [12.781924563814037, 56.0102333152103], [12.781478520108614, 56.009036955095766], [12.779886403264477, 56.009071922276114]]]}";56.0135547611,12.7856524918
1162;197100;197100;19710;Gantofta tätort;1971;Gantofta;197;273624.24212646484;2642.1310281900005;"{""type"": ""Polygon"", ""coordinates"": [[[12.807797654113891, 55.992465221974406], [12.806907194202163, 55.99223688357476], [12.806827658407165, 55.992305765533814], [12.806747715938199, 55.99237837252249], [12.806705227717815, 55.99243971154944], [12.806691806511774, 55.99246856584832], [12.806684612498335, 55.99250977792326], [12.806629019679157, 55.992569282847754], [12.806577671588517, 55.992609546069005], [12.806492000607902, 55.99268287513341], [12.805996817805436, 55.99288637879048], [12.805703965507627, 55.99303892650567], [12.805588739151267, 55.99299135776841], [12.805501471123042, 55.99303696889608], [12.805187301271527, 55.99313043107464], [12.804998494663836, 55.99334669504728], [12.804700490612044, 55.993270970745066], [12.804465419207157, 55.99326347471015], [12.804360691294962, 55.993278485012276], [12.804168114859994, 55.99330375951178], [12.804013331545983, 55.99334671625102], [12.80157078903182, 55.99415572940726], [12.801013769328144, 55.99435827909177], [12.801062010329424, 55.994476714569466], [12.800170389731939, 55.994144062511886], [12.799888488209614, 55.994038895411286], [12.799719375122297, 55.9939936558265], [12.799529808608222, 55.99395464982557], [12.799449729150206, 55.99394846465164], [12.799346519742997, 55.99396215005346], [12.799244197657224, 55.993987462615515], [12.799065654453397, 55.994152823236426], [12.798885092647291, 55.99434232367236], [12.798990718621065, 55.99442620165925], [12.798997163645486, 55.99452921245577], [12.79904257739196, 55.99458614456623], [12.799195207980656, 55.994619085392536], [12.799139056133665, 55.99474676318591], [12.798965908011175, 55.99491894441369], [12.798765791779642, 55.99506508705], [12.798655810687684, 55.99517820469711], [12.798620367692369, 55.995324232693804], [12.79859284013826, 55.99537634010716], [12.798440471270208, 55.99548090847043], [12.79759999631753, 55.995728713881164], [12.797347745140721, 55.995797746539665], [12.797095028123506, 55.99580806324824], [12.79658716676644, 55.995882202679674], [12.796522688963563, 55.99589990587552], [12.79644218823053, 55.99592809796034], [12.796161492642222, 55.99599620247812], [12.796047078786234, 55.996018012412506], [12.795968034682003, 55.9960233453253], [12.795869619296727, 55.996042004069864], [12.795737129180635, 55.99636991154525], [12.796353161338288, 55.99700005699747], [12.796825791220627, 55.99720349179467], [12.79736246697212, 55.99738215016882], [12.79814546343491, 55.997544658259315], [12.799559093734848, 55.9978380411403], [12.800392033182154, 55.9976845044186], [12.803235251502754, 55.997160366994315], [12.807123394933141, 55.99646252435048], [12.807232574963747, 55.996442471074175], [12.809201993959691, 55.99607967779728], [12.807874921955626, 55.99399622005856], [12.8077942670563, 55.99399597391892], [12.807751250893109, 55.99327980871466], [12.807746677730588, 55.993203654953376], [12.807744295054938, 55.99316418538397], [12.807631509611626, 55.99300894281354], [12.807811450438487, 55.992742390958206], [12.808088967634045, 55.99271544081419], [12.808426248169235, 55.9929020036443], [12.808414792077272, 55.99294400025335], [12.809097102016956, 55.99269017869574], [12.808190649449022, 55.99212580301074], [12.807797654113891, 55.992465221974406]]]}";55.9954117686,12.8030236919
1169;197107;197107;19710;Gantofta tätort;1971;Gantofta;197;63499.564025878906;1653.3643922149683;"{""type"": ""Polygon"", ""coordinates"": [[[12.805258880221503, 55.99092089149318], [12.806457150468155, 55.990211928295395], [12.805877625636882, 55.98976316150935], [12.806458329192823, 55.9893962788645], [12.80535171208912, 55.98932381927654], [12.804354954556409, 55.98933265141237], [12.803965774428045, 55.99062528044853], [12.801983234400359, 55.99112480420147], [12.799932400882843, 55.99164144958371], [12.797512886846661, 55.992080309070694], [12.79732749906204, 55.99212412494732], [12.797349726167335, 55.992161624101826], [12.798024881610694, 55.99330115848189], [12.798052077739214, 55.99334706562946], [12.798272733086788, 55.993265879271505], [12.798985892932388, 55.99300101708346], [12.799665964048394, 55.99274822277176], [12.800031458805396, 55.99261363379922], [12.800073778075308, 55.992600644098836], [12.801544190978621, 55.9920513850929], [12.802732723245413, 55.991614006680116], [12.803267564741121, 55.99141599441762], [12.803802383154958, 55.99121797971543], [12.803971589233722, 55.99115533613642], [12.803969338716787, 55.991361128069926], [12.805258880221503, 55.99092089149318]]]}";55.9913338294,12.8020344983
1170;197110;197110;19711;Gantofta tätort;1971;Gantofta;197;157112.15557861328;1570.7288691521053;"{""type"": ""Polygon"", ""coordinates"": [[[12.79732749906204, 55.99212412494732], [12.797512886846661, 55.992080309070694], [12.799932400882843, 55.99164144958371], [12.801983234400359, 55.99112480420147], [12.802436414032359, 55.98951314818499], [12.802714913353714, 55.987528906059666], [12.801820772528192, 55.98733955258487], [12.800501073004197, 55.9869891188076], [12.795847756095881, 55.989664025715655], [12.79589047920344, 55.98973733515335], [12.796216728819902, 55.99027914563567], [12.79712878766978, 55.99179375339523], [12.79730609015749, 55.99208816630713], [12.797313301762829, 55.992100152950094], [12.79732749906204, 55.99212412494732]]]}";55.9896386593,12.7995933854
1174;197202;197202;19720;Gantofta glesbygd;1972;Gantofta;197;1898494.5923461914;6431.075462634661;"{""type"": ""Polygon"", ""coordinates"": [[[12.809296799987095, 55.99116752299061], [12.810151264313427, 55.99223212673919], [12.810303867093282, 55.99242224972305], [12.81144343382193, 55.99219793465012], [12.811444115596334, 55.992197803732985], [12.811743121595155, 55.99275684437207], [12.811805316538148, 55.99287127581683], [12.812152422468372, 55.99350019121671], [12.812434141839539, 55.994022443735254], [12.812444135067755, 55.99404620189939], [12.815306951365097, 55.99416957750621], [12.817454632697817, 55.99510194454469], [12.819482103971653, 55.995248340688164], [12.82071093712087, 55.995326932636424], [12.821956408789646, 55.99541567217408], [12.822082643777147, 55.99542411730995], [12.823691697196328, 55.99553183066586], [12.825706487234285, 55.99568153963012], [12.827109189186382, 55.994489072580116], [12.827233845613227, 55.99437626134954], [12.830026097481237, 55.99198455879496], [12.827147755741773, 55.9907980010344], [12.829036407101125, 55.98994991222657], [12.829299035609582, 55.989828059627875], [12.82962523106159, 55.98968465494798], [12.831582518833564, 55.98880410864019], [12.831685879657405, 55.98875908729976], [12.831832783615376, 55.98869509918083], [12.832935467539787, 55.98822956266952], [12.833090685898169, 55.98816039973122], [12.834986741270285, 55.98731602351692], [12.835477460865059, 55.98710619155073], [12.835625033514901, 55.98705862987472], [12.835515186557593, 55.98659801859163], [12.835487121952369, 55.98648029825431], [12.835488135414392, 55.98641373212563], [12.834634021023302, 55.98553465080755], [12.834633351875407, 55.98553396459517], [12.832604438641239, 55.983429935940556], [12.829235587860397, 55.97993547612373], [12.825695372389243, 55.9762606922774], [12.822873479311552, 55.975444684762444], [12.822871208514686, 55.97548279926985], [12.822797151035054, 55.975525207872494], [12.822630935800511, 55.97557929816889], [12.822495568397185, 55.97560363101118], [12.822264802797452, 55.97561141608757], [12.821893796474994, 55.97563996735658], [12.821758312532186, 55.97577839228249], [12.821591570149542, 55.97596395124994], [12.821589730232432, 55.9759660248612], [12.821600857952063, 55.97598386970417], [12.821696631593884, 55.97620397934682], [12.82165468129398, 55.97626679950544], [12.821578295392468, 55.97632566685893], [12.821493361904517, 55.97637740062454], [12.821466086672832, 55.97644087630736], [12.821524717268996, 55.9766662155125], [12.821583118579282, 55.97683129573234], [12.821550126535003, 55.9769085716648], [12.821326132822422, 55.97708966567616], [12.820654573001308, 55.97766366473288], [12.82040423399671, 55.980335331092284], [12.819835760233733, 55.984219995210616], [12.818782407924532, 55.98397157765791], [12.818770366459209, 55.983968744791916], [12.817900090536623, 55.98375528152766], [12.815706584422397, 55.98563795992994], [12.815701815766834, 55.98565132504656], [12.815688480930119, 55.9856859649655], [12.81567936602167, 55.98571073056857], [12.815675865932105, 55.9857281983392], [12.815669415767367, 55.98576065800813], [12.81565899339023, 55.985810735513546], [12.815646079116702, 55.98584060852625], [12.815625217682424, 55.98587130864356], [12.815599523509848, 55.98589858688363], [12.8155685980312, 55.985923509842735], [12.815528929453274, 55.985948330369695], [12.815488696494281, 55.98596800128789], [12.815480165760524, 55.98597102563949], [12.815442041814936, 55.98598576836516], [12.815430358606681, 55.98598911651213], [12.815392962888396, 55.98599991135712], [12.815386274675989, 55.98600112266561], [12.815341090330957, 55.98601066173174], [12.815323393945343, 55.986013015446424], [12.815290940172066, 55.98601696677047], [12.815265526543474, 55.98601946623532], [12.815265453265107, 55.986019079619126], [12.814289760353182, 55.98685754257732], [12.813443990692969, 55.98758670557545], [12.812304583849375, 55.988570497715024], [12.812304522170187, 55.98857054227907], [12.809506632293035, 55.99098605717402], [12.809296799987095, 55.99116752299061]]]}";55.9870814754,12.8229415305
1175;198100;198100;19810;Vallåkra tätort;1981;Vallåkra;198;261079.54693603516;2846.35415604792;"{""type"": ""Polygon"", ""coordinates"": [[[12.875192304012883, 55.96399618065134], [12.877777745876001, 55.96376329771204], [12.877778286474735, 55.96376323756974], [12.877769981825013, 55.96374060692111], [12.877711224654329, 55.96361834015451], [12.877560138057342, 55.963444708416496], [12.87742404014478, 55.96321784638203], [12.877186286465115, 55.96298939278946], [12.877135527961762, 55.96285920844062], [12.877111135707983, 55.962796627111935], [12.877116992061364, 55.962795992067726], [12.877372551814043, 55.96277649980944], [12.876681752684735, 55.961711248117524], [12.876055400659828, 55.96184859629544], [12.875829918310817, 55.96169678825852], [12.875766179450354, 55.96169329496919], [12.875655087782688, 55.96166019194945], [12.875043105578188, 55.96168454732368], [12.87481214053732, 55.961663472813555], [12.874510308826977, 55.96164414894821], [12.874121048491764, 55.96158842706139], [12.87391015350061, 55.961570452623654], [12.87350199745656, 55.9616614281812], [12.873190375503885, 55.96175362982502], [12.872914748207736, 55.961787839943256], [12.872782420613246, 55.96184778351885], [12.872598591327144, 55.96189921071865], [12.872315082435772, 55.96198766421571], [12.872113268521595, 55.962023568706854], [12.871901113737676, 55.96207557808627], [12.871438376931499, 55.96211040309048], [12.871115719829792, 55.9622950627723], [12.870871251811383, 55.96242302463998], [12.870824938429207, 55.96244726312549], [12.870932528303749, 55.96262002560376], [12.870507770511454, 55.962806758264755], [12.870219382982462, 55.96334696585675], [12.870040077030636, 55.96337922765635], [12.869788636623394, 55.96343838856786], [12.86926964127147, 55.96348071385777], [12.868998091029479, 55.96359837524387], [12.868938543799555, 55.96362417992852], [12.868269957057175, 55.96380947671401], [12.867921919616245, 55.96360023533466], [12.867355201574531, 55.96334133415431], [12.867205535752968, 55.96330619328384], [12.866458230506467, 55.96323861206643], [12.865960910181059, 55.96335362419937], [12.865712486533209, 55.96345725129706], [12.865548466164233, 55.96369509343238], [12.865413532604375, 55.96395007829906], [12.86537404374688, 55.96397762816629], [12.865341991317838, 55.96399998901355], [12.865308835670941, 55.96402312557189], [12.86509999541102, 55.96413699669071], [12.865052960022263, 55.964163322012425], [12.864682857222448, 55.9643705068589], [12.864642225346541, 55.96437901857231], [12.86446745348564, 55.964434495152354], [12.864283578815556, 55.9644555159959], [12.864052271431255, 55.96446998676856], [12.863965838039524, 55.964475396816745], [12.863880227189089, 55.96447712858951], [12.863605652006061, 55.96447305274498], [12.86345299367903, 55.96450114037048], [12.863380460779474, 55.96454685940122], [12.863283492831838, 55.9648508440863], [12.863312801790219, 55.96493297960243], [12.863296569052718, 55.965054497756434], [12.863088713741044, 55.965183747082165], [12.86294327486734, 55.96526940756942], [12.862903937628413, 55.96540294041158], [12.862891679538015, 55.96544434514098], [12.865178237773828, 55.965509789337936], [12.863939713368792, 55.96695834409967], [12.865707882902148, 55.96674544782131], [12.866184562270941, 55.96668803732759], [12.8684039403369, 55.966420738731294], [12.868484456774478, 55.966001683421396], [12.87279207283872, 55.965300397392234], [12.87274113533077, 55.965018663760446], [12.875057079036708, 55.964802034016046], [12.874965030858599, 55.964310588038806], [12.874935092267124, 55.964264324679206], [12.874878710477699, 55.964226163339454], [12.874781448960047, 55.96418125602293], [12.874444691577157, 55.96406351413161], [12.875192304012883, 55.96399618065134]]]}";55.9641590684,12.8704873362
1184;198116;198116;19811;Vallåkra tätort;1981;Vallåkra;198;7762.74755859375;381.5452168149503;"{""type"": ""Polygon"", ""coordinates"": [[[12.85505837897899, 55.96204547274814], [12.855931640491397, 55.962129831591206], [12.856051639318249, 55.96210745663973], [12.856068730259922, 55.9618010122917], [12.85668625416407, 55.96181489799963], [12.856711325808265, 55.96125790806613], [12.856542343968055, 55.961281689552294], [12.855220404735576, 55.96124253738907], [12.85505837897899, 55.96204547274814]]]}";55.961641059,12.8558406638
1186;198118;198118;19811;Vallåkra tätort;1981;Vallåkra;198;13099.265075683594;693.9139209154763;"{""type"": ""Polygon"", ""coordinates"": [[[12.858101027118217, 55.96106229431669], [12.858263326161923, 55.96138740276218], [12.8586779683127, 55.96131830970425], [12.859732351909493, 55.96131290551241], [12.859742766211482, 55.96176962089523], [12.858460363944657, 55.961964500381434], [12.858628435029354, 55.96230833804548], [12.860108738301154, 55.96207772258529], [12.860468331179113, 55.96194058040149], [12.860632678114523, 55.96171292275652], [12.860584693768804, 55.96096411005748], [12.858985815097867, 55.960978618601544], [12.858451245090999, 55.96101300328986], [12.858101027118217, 55.96106229431669]]]}";55.9615318942,12.8595839787
